run_id,run_name,sweep_id,sweep_name,run_state,category,rl_enabled,aux_enabled,kl_enabled,topology_enabled,cpb_enabled,multi_epoch_ppo,replay_buffer_enabled,lm_reward_enabled,train_iters,use_rl_loss,rl_loss_coeff,moe_aux_loss_coeff,rl_reward_type,rl_discount_factor,rl_ppo_epochs,rl_replay_buffer_size,rl_lm_reward_coeff,rl_ppo_extra_lr,rl_reward_topn,rl_ppo_entropy_coeff,rl_algorithm,rl_ppo_baseline_type,rl_critic_hidden_dims,rl_normalize_rewards,rl_use_ema_loads,rl_critic_layer_aware,rl_ppo_clip_ratio,rl_ppo_reeval,kl_loss_coeff,moe_router_topology_aware,moe_router_topology_lambda,moe_router_critical_path_bias,moe_router_critical_path_topn,moe_router_critical_path_alpha,eval_critical_path,eval_lm_loss,eval_locality_ratio,eval_wall_time_sec,train_lm_loss,train_aux_loss,train_rl_loss,train_rl_mean_reward,train_rl_policy_loss,train_rl_value_loss,train_rl_entropy_bonus,train_rl_mean_advantage,train_grad_norm,train_num_tokens_on_critical_path,hellaswag,arc_challenge,winogrande,benchmark_avg,run_url,rl_per_token_rewards,moe_router_enable_expert_bias,moe_router_score_function,moe_router_bias_update_rate
ie8jy9x7,crit_n1_rlc0.1_g0.95_aux0.01_norm_PPO_ent0.01_c256_r16,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,critical_path,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3562.949951171875,2.74053168296814,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/ie8jy9x7,False,,,
n34pu8qw,crit_n1_rlc0.1_g0.95_noaux_norm_PPO_ent0.01_c256_r15,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,critical_path,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,4496.81982421875,2.656203031539917,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/n34pu8qw,False,,,
jfunqqvt,ptload_n1_rlc0.1_g0.95_aux0.01_norm_PPO_ent0.01_c256_r14,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_load_weighted,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3207.719970703125,4.165672779083252,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/jfunqqvt,False,,,
54jj6x0t,ptload_n1_rlc0.1_g0.95_noaux_norm_PPO_ent0.01_c256_r13,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_load_weighted,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3473.800048828125,4.2466888427734375,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/54jj6x0t,False,,,
x3415bci,ptbin_n1_rlc0.1_g0.95_aux0.01_norm_PPO_ent0.01_c256_r12,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_topn_binary,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3132.169921875,4.52436637878418,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/x3415bci,False,,,
xbp4cnup,ptbin_n1_rlc0.1_g0.95_noaux_norm_PPO_ent0.01_c256_r11,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_topn_binary,0.95,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3354.10009765625,4.348169803619385,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/xbp4cnup,False,,,
5mw7il9f,ptbin_n6_rlc0.1_g0.2_aux0.01_norm_PPO_ent0.01_c256_r10,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_topn_binary,0.2,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3510.52001953125,3.2495546340942383,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/5mw7il9f,False,,,
me0xjcx3,ptbin_n6_rlc0.1_g0.2_noaux_norm_PPO_ent0.01_c256_r09,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_topn_binary,0.2,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3807.110107421875,2.9217374324798584,,,,,,,,,,,,,60.3,51.9,67.9,60.03,https://wandb.ai/nvr-israel/qwen3-router-training/runs/me0xjcx3,False,,,
sqiy082m,ptbin_n2_rlc0.1_g0.2_aux0.01_norm_PPO_ent0.01_c256_r08,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_topn_binary,0.2,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3330.090087890625,3.608227252960205,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/sqiy082m,False,,,
95auf4gi,ptbin_n2_rlc0.1_g0.2_noaux_norm_PPO_ent0.01_c256_r07,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_topn_binary,0.2,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3837.3701171875,3.127237558364868,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/95auf4gi,False,,,
zxqmvufr,ptbin_n1_rlc0.1_g0.2_aux0.01_norl_norm_PPO_ent0.01_c256_r06,11oi7yzk,per-token-rl-sweep,finished,Aux,False,True,False,False,False,False,False,False,1500.0,False,0.1,0.01,per_token_topn_binary,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3568.510009765625,2.7388274669647217,,,,,,,,,,,,,62.8,51.6,69.3,61.23,https://wandb.ai/nvr-israel/qwen3-router-training/runs/zxqmvufr,False,,,
mjueemgb,crit_n1_rlc0.1_g0.2_aux0.01_norm_PPO_ent0.01_c256_r05,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,critical_path,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3565.080078125,2.740264654159546,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/mjueemgb,False,,,
r6i98fnu,crit_n1_rlc0.1_g0.2_noaux_norm_PPO_ent0.01_c256_r04,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,critical_path,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,4503.08984375,2.656874418258667,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/r6i98fnu,False,,,
n72oj73c,ptload_n1_rlc0.1_g0.2_aux0.01_norm_PPO_ent0.01_c256_r03,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_load_weighted,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3502.35009765625,3.026329755783081,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/n72oj73c,False,,,
ajhkc6uk,ptload_n1_rlc0.1_g0.2_noaux_norm_PPO_ent0.01_c256_r02,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_load_weighted,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,4003.530029296875,2.8118841648101807,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/ajhkc6uk,False,,,
ol5s7dd6,ptbin_n1_rlc0.1_g0.2_aux0.01_norm_PPO_ent0.01_c256_r01,11oi7yzk,per-token-rl-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,1500.0,True,0.1,0.01,per_token_topn_binary,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3271.820068359375,3.661152839660645,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/ol5s7dd6,False,,,
topb7awg,ptbin_n1_rlc0.1_g0.2_noaux_norm_PPO_ent0.01_c256_r00,11oi7yzk,per-token-rl-sweep,finished,RL,True,False,False,False,False,False,False,False,1500.0,True,0.1,0.0,per_token_topn_binary,0.2,,,,,1.0,0.01,ppo,critic,[256],True,,,,,,,,,,,4266.16015625,3.953306198120117,,,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/topb7awg,False,,,
awdyt43h,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_ema_lcrit_aux0.01_r96,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3467.280029296875,2.776719570159912,0.2557116746902466,30.883234133943915,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/awdyt43h,False,,,
ozit657b,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_ema_nocrit_aux0.01_r95,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3466.35009765625,2.775434970855713,0.2557554543018341,31.70437233708799,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/ozit657b,False,,,
k94dzb3p,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_lcrit_aux0.01_r94,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3463.830078125,2.773573398590088,0.2557910084724426,70.15567553136498,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/k94dzb3p,False,,,
bhmvs6rs,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_nocrit_aux0.01_r93,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3457.3701171875,2.7737250328063965,0.2557009160518646,61.14020808786154,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/bhmvs6rs,False,,,
zqc3v18z,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_ema_lcrit_aux0.01_r92,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3467.510009765625,2.7757363319396973,0.2557820975780487,53.02299912599847,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/zqc3v18z,False,,,
ywyalphi,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_ema_nocrit_aux0.01_r91,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3467.43994140625,2.774629831314087,0.2554470002651214,71.8048348762095,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/ywyalphi,False,,,
orxja7iw,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_lcrit_aux0.01_r90,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3457.989990234375,2.7762200832366943,0.2558062672615051,31.390011955052618,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/orxja7iw,False,,,
co5cbdy7,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.3_nocrit_aux0.01_r89,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3454.639892578125,2.7773163318634038,0.2557199895381927,30.176168872974813,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/co5cbdy7,False,,,
e4xva9he,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_ema_lcrit_aux0.01_r88,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3467.06005859375,2.7739508152008057,0.2558373808860779,68.91940565034747,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/e4xva9he,False,,,
3hl6s4dp,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_ema_nocrit_aux0.01_r87,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3464.93994140625,2.776344537734986,0.2556571066379547,34.609068571124226,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/3hl6s4dp,False,,,
gkfuazcu,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_lcrit_aux0.01_r86,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3462.929931640625,2.7755396366119385,0.2557786107063293,74.65396443801001,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/gkfuazcu,False,,,
jel98z1q,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_ema_lcrit_aux0.01_r84,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3463.35009765625,2.775082588195801,0.2558247447013855,80.32565039861947,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/jel98z1q,False,,,
yh7jwr4k,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_ema_nocrit_aux0.01_r83,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3465.7900390625,2.7750232219696045,0.2559220790863037,33.82345054997131,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/yh7jwr4k,False,,,
uw829t32,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_lcrit_aux0.01_r82,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3461.719970703125,2.774127244949341,0.2552866637706756,53.22367765987292,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/uw829t32,False,,,
8z93qg6v,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.2_nocrit_aux0.01_r81,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3461.800048828125,2.7727792263031006,0.2556246221065521,33.18748167157173,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/8z93qg6v,False,,,
0m197jpn,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_ema_lcrit_aux0.01_r80,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3461.820068359375,2.774029016494751,0.2556042671203613,69.339144222904,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/0m197jpn,False,,,
m5tndv49,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_ema_nocrit_aux0.01_r79,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3465.0400390625,2.7743942737579346,0.2557397782802582,38.23211106378585,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/m5tndv49,False,,,
qi1b9c6b,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_lcrit_aux0.01_r78,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3463.64990234375,2.775130271911621,0.255790650844574,29.70110683934763,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/qi1b9c6b,False,,,
cq1ybsom,ptbin_n6_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_nocrit_aux0.01_r77,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3464.389892578125,2.7752742767333984,0.255888432264328,76.59884535707533,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/cq1ybsom,False,,,
bm6j3d1b,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_ema_lcrit_aux0.01_r76,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3470.8701171875,2.7733991146087646,0.2557310163974762,31.124137465842068,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/bm6j3d1b,False,,,
v7uvwrqu,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_ema_nocrit_aux0.01_r75,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3466.070068359375,2.7746005058288574,0.2556172907352447,72.97328648995608,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/v7uvwrqu,False,,,
u0c8udnd,ptbin_n2_rlc0.01_g0.5_norm_PPO_ent0.01_c256_clip0.1_nocrit_aux0.01_r73,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.5,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3460.510009765625,2.776505708694458,0.2559092044830322,35.978825805243105,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/u0c8udnd,False,,,
xz1zcnvc,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_ema_lcrit_aux0.01_r72,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3464.89990234375,2.775333881378174,0.2556207180023193,29.32054056180641,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/xz1zcnvc,False,,,
kwd79he9,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_ema_nocrit_aux0.01_r71,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3467.840087890625,2.775397062301636,0.2557350695133209,30.244004775304347,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/kwd79he9,False,,,
danw11ot,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_lcrit_aux0.01_r70,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3458.110107421875,2.7755825519561768,0.2559351027011871,30.214825472794477,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/danw11ot,False,,,
s8tryhuq,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_nocrit_aux0.01_r69,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3456.6201171875,2.7755770683288574,0.2555566430091858,30.82009976543486,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/s8tryhuq,False,,,
395yjntc,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_ema_lcrit_aux0.01_r68,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3468.14990234375,2.7757644653320312,0.2556748688220978,34.91174939647317,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/395yjntc,False,,,
5nhg2k66,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_ema_nocrit_aux0.01_r67,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3461.989990234375,2.775700330734253,0.2557495534420013,30.58015099586919,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/5nhg2k66,False,,,
qsrn8pfg,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_lcrit_aux0.01_r66,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3454.659912109375,2.776491165161133,0.2555718719959259,30.780457105953246,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/qsrn8pfg,False,,,
qvoy15jz,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.3_nocrit_aux0.01_r65,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3459.989990234375,2.777293920516968,0.2556857764720917,66.2167534690816,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/qvoy15jz,False,,,
syfolfqq,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_ema_lcrit_aux0.01_r64,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3471.6201171875,2.774027109146118,0.2557792365550995,30.586775093106557,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/syfolfqq,False,,,
czjw5cd5,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_ema_nocrit_aux0.01_r63,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3462.35009765625,2.7732174396514893,0.255741149187088,28.83095249859616,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/czjw5cd5,False,,,
kn3c80i8,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_lcrit_aux0.01_r62,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3461.070068359375,2.7750513553619385,0.255805492401123,58.61638403125107,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/kn3c80i8,False,,,
q7jb5kvu,ptbin_n6_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_nocrit_aux0.01_r61,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,6.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3454.27001953125,2.7753963470458984,0.2557792067527771,61.69123707059771,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/q7jb5kvu,False,,,
lczdwldn,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_ema_lcrit_aux0.01_r60,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3465.60009765625,2.7775192260742188,0.2558473646640777,64.21517948526889,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/lczdwldn,False,,,
otqd038v,ptbin_n2_rlc0.01_g0_norm_PPO_ent0.01_c256_clip0.2_ema_nocrit_aux0.01_r59,7ipzq6s6,rl-v3-sweep,finished,RL + Aux,True,True,False,False,False,False,False,False,3000.0,True,0.01,0.01,per_token_topn_binary,0.0,,,,,2.0,0.01,ppo,critic,[256],True,,,,,,,,,,,3471.030029296875,2.773794651031494,0.2559110224246979,60.20502248499543,,,,,,,,,,,,,,,https://wandb.ai/nvr-israel/qwen3-router-training/runs/otqd038v,False,,,
